Date,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level,Weekday
2024-07-08,20,0,22.5,5.46,6.96,1,44,74,4.231010154125891,4,4,8,Monday
2024-03-24,50,2,20.08,5.21,9.12,5,86,85,6.061524198671653,6,10,1,Sunday
2024-03-11,50,0,22.75,7.75,9.0,7,0,19,9.179504805112,10,8,5,Monday
2024-03-12,20,2,22.7,7.89,9.19,8,18,54,11.51596629217985,5,6,1,Tuesday
2024-04-01,30,1,21.83,3.3,5.47,9,17,153,5.718620328800204,3,6,2,Monday
2024-12-01,10,0,23.22,6.23,7.02,9,5,120,9.089090029688212,9,5,4,Sunday
2024-10-16,30,0,21.83,5.67,7.83,6,29,92,8.079990916474173,7,4,4,Wednesday
2024-04-25,40,1,22.48,4.71,6.23,10,13,84,9.319848201904248,9,3,6,Thursday
2024-04-17,40,2,20.45,3.55,7.1,6,31,161,9.44781938154576,1,1,7,Wednesday
2024-09-25,30,0,23.77,4.9,5.13,2,57,98,7.61064970607588,10,6,7,Wednesday
2024-10-09,20,2,21.08,5.45,8.37,3,42,92,6.573126677187188,10,7,3,Wednesday
2024-12-11,30,1,23.33,8.2,8.87,9,52,45,4.566189361122444,8,6,6,Wednesday
2024-04-14,40,1,21.18,4.81,7.62,3,73,115,6.59754285280013,4,7,7,Sunday
2024-12-18,50,0,22.52,5.24,6.73,7,86,23,4.001001110052604,8,9,7,Wednesday
2024-10-20,30,0,22.93,5.9,6.96,7,31,44,9.372849528811772,7,6,6,Sunday
2024-06-29,20,2,21.83,3.18,5.35,10,63,14,5.959907780383523,9,3,3,Saturday
2024-11-28,20,0,21.22,4.94,7.72,1,12,26,7.701040405401799,4,3,10,Thursday
2024-05-21,50,2,20.78,5.17,8.39,10,0,111,8.10721748260497,1,8,10,Tuesday
2024-12-23,30,2,22.87,6.99,8.12,7,58,171,9.646134154461116,7,5,1,Monday
2024-01-11,20,1,22.45,7.61,9.16,2,12,35,11.223277905874555,2,4,5,Thursday
2024-11-17,20,2,20.62,3.48,6.86,9,20,109,7.885712372860909,2,4,6,Sunday
2024-05-14,30,0,22.05,5.05,7.0,4,34,172,9.086319478393133,6,4,1,Tuesday
2024-10-24,20,1,20.2,4.68,8.48,6,15,179,7.8963543957597055,5,5,8,Thursday
2024-09-22,50,2,23.23,5.86,6.62,2,43,143,10.003446790670903,5,1,6,Sunday
2024-10-28,20,1,23.27,8.14,8.87,2,39,149,8.22164336747435,6,9,5,Monday
2024-01-05,20,0,21.58,2.25,4.67,7,14,16,4.966261437120149,9,5,6,Friday
2024-04-13,40,2,21.53,2.3,4.77,5,31,67,10.982181804427366,1,3,4,Saturday
2024-04-02,30,0,21.18,6.4,9.21,5,59,19,7.331136734878923,2,2,6,Tuesday
2024-09-02,20,1,20.27,2.04,5.78,8,7,119,8.473398389972047,8,1,3,Monday
2024-11-16,20,1,22.97,4.48,5.52,5,20,102,6.567851788739827,8,3,2,Saturday
2024-01-17,40,0,20.73,3.09,6.36,3,74,67,9.42078568630754,10,5,10,Wednesday
2024-02-26,50,0,21.58,4.68,7.1,8,0,48,7.270964487628517,7,2,2,Monday
2024-02-22,50,1,23.77,7.34,7.58,5,68,72,10.310573768738708,6,5,1,Thursday
2024-11-22,20,0,21.68,5.67,7.98,3,76,159,8.845434527181197,5,4,2,Friday
2024-07-26,50,0,22.07,4.64,6.57,9,56,100,5.740349056780086,8,6,5,Friday
2024-07-29,30,1,23.9,5.08,5.18,10,21,124,4.988824792382804,4,1,7,Monday
2024-03-27,20,2,21.9,4.04,6.14,5,56,36,8.992608374847197,1,1,7,Wednesday
2024-01-03,40,2,20.78,1.53,4.74,1,59,157,5.7435823736221945,5,9,7,Wednesday
2024-10-12,20,1,23.92,9.19,9.27,2,67,21,7.470187213283777,7,2,9,Saturday
2024-10-12,10,2,22.83,3.65,4.82,6,63,101,8.798672942092553,7,9,10,Saturday
2024-11-08,50,2,20.95,4.24,7.29,6,36,61,4.039843068730065,9,8,9,Friday
2024-10-24,20,0,22.05,4.74,6.69,6,80,125,6.96003871245476,8,5,2,Thursday
2024-10-03,50,1,21.8,4.4,6.6,10,71,120,4.1766382724432365,8,1,9,Thursday
2024-07-03,50,1,23.48,8.8,9.32,9,27,35,10.5518105441328,6,6,10,Wednesday
2024-03-08,30,2,20.08,3.29,7.21,9,59,51,5.3586915040967,3,8,3,Friday
2024-11-02,40,0,22.62,4.69,6.07,4,30,139,8.559176313362416,3,5,10,Saturday
2024-01-05,10,2,21.3,5.33,8.03,2,38,42,8.556461317423373,5,1,3,Friday
2024-04-21,40,2,23.72,6.82,7.11,8,78,30,5.257875235503231,2,2,6,Sunday
2024-07-26,50,2,22.18,4.55,6.36,7,80,67,4.936752649119985,1,3,6,Friday
2024-03-30,20,2,20.65,1.49,4.84,9,58,117,7.994337183767831,2,3,2,Saturday
2024-11-09,50,2,22.4,4.42,6.02,10,43,82,5.897857838748643,5,10,5,Saturday
2024-01-28,50,0,22.97,6.96,8.0,8,40,23,6.745178038862453,8,2,8,Sunday
2024-01-27,50,0,21.87,4.33,6.46,2,0,3,6.3288392442174,7,2,9,Saturday
2024-03-03,30,2,22.0,3.67,5.67,9,25,158,9.301382957253336,10,9,2,Sunday
2024-12-30,40,2,21.23,5.86,8.62,10,54,141,8.085348972325633,8,6,4,Monday
2024-03-10,50,2,23.07,8.51,9.44,4,45,63,6.30933462134533,10,1,7,Sunday
2024-06-02,20,2,21.98,4.15,6.17,2,69,130,10.241866937214407,9,6,6,Sunday
2024-02-27,50,0,20.18,5.08,8.9,3,46,153,5.162088914998646,2,6,4,Tuesday
2024-12-28,40,2,23.3,8.45,9.15,4,5,98,4.034695269495212,1,6,5,Saturday
2024-09-03,40,1,21.6,6.17,8.57,8,11,77,4.009943029189432,10,7,9,Tuesday
2024-11-29,30,1,20.87,3.29,6.42,2,82,75,7.40056596390728,3,7,1,Friday
2024-04-02,50,0,21.65,2.44,4.79,2,24,156,10.382745781042845,10,10,2,Tuesday
2024-12-20,40,1,23.68,5.37,5.68,2,42,23,6.14419210074321,2,7,5,Friday
2024-09-20,20,1,22.47,6.83,8.36,10,28,31,9.190369317891248,2,5,1,Friday
2024-06-27,30,2,22.12,7.19,9.08,6,85,79,11.202268909007572,3,8,6,Thursday
2024-02-21,20,2,21.77,2.39,4.62,6,5,173,7.040689158504477,8,6,2,Wednesday
2024-10-29,10,2,21.42,5.47,8.05,10,54,88,10.190406386310306,9,7,2,Tuesday
2024-09-04,20,1,22.92,4.24,5.33,7,36,73,8.915671407786903,6,5,6,Wednesday
2024-06-17,40,2,20.2,5.35,9.15,8,63,8,4.4660127676644334,5,1,2,Monday
2024-12-25,40,2,20.47,4.66,8.2,2,80,100,7.269766097821283,7,8,8,Wednesday
2024-11-25,20,1,22.42,4.82,6.41,10,31,155,11.837349407869736,3,2,6,Monday
2024-08-29,20,2,23.75,5.8,6.05,8,75,161,8.556589402157545,5,7,2,Thursday
2024-07-09,40,0,20.62,1.21,4.59,4,12,82,10.349300077582928,2,10,7,Tuesday
2024-11-29,20,1,22.57,5.73,7.16,8,34,77,5.783657661521683,8,1,8,Friday
2024-08-23,30,0,21.67,3.44,5.78,4,37,139,4.1685760852552045,5,2,7,Friday
2024-01-31,10,0,20.87,3.85,6.98,7,9,167,8.180281884680946,2,8,6,Wednesday
2024-09-04,40,2,21.52,3.05,5.54,2,23,29,4.128938435902114,1,1,1,Wednesday
2024-07-14,40,2,20.45,4.57,8.12,10,11,9,7.142103847580621,7,1,6,Sunday
2024-06-18,40,0,20.15,3.74,7.59,1,8,166,5.797532130157145,4,8,2,Tuesday
2024-05-18,30,1,21.07,5.62,8.55,3,3,45,11.47703374994224,10,2,10,Saturday
2024-11-22,50,0,20.38,2.48,6.1,7,37,123,9.356125660816096,6,8,4,Friday
2024-02-21,30,1,21.38,5.89,8.5,4,52,171,6.823669819674713,2,7,8,Wednesday
2024-12-15,10,0,22.13,4.58,6.45,10,73,81,10.997275473066946,2,10,6,Sunday
2024-02-10,20,0,20.25,5.24,8.99,3,1,17,9.764590144479744,6,10,7,Saturday
2024-06-19,20,2,22.85,6.08,7.23,2,31,161,4.343167276248609,6,1,7,Wednesday
2024-02-25,40,0,23.87,6.92,7.06,6,39,9,9.695833026699969,10,4,2,Sunday
2024-06-20,30,2,22.05,6.48,8.43,1,23,67,5.077919881272753,7,8,10,Thursday
2024-01-09,10,0,23.15,5.02,5.87,1,58,94,6.980613411664232,3,7,6,Tuesday
2024-08-14,10,1,23.83,6.52,6.68,10,42,25,7.019454529743742,9,2,5,Wednesday
2024-05-07,20,1,22.68,4.52,5.84,7,49,112,9.322251146052476,4,10,8,Tuesday
2024-04-27,50,1,23.62,5.05,5.43,7,79,74,6.8915960496636925,3,3,5,Saturday
2024-10-19,50,1,23.27,6.66,7.4,4,19,143,9.22908021125468,2,8,1,Saturday
2024-02-27,20,0,23.17,8.48,9.31,5,25,65,5.058983675220021,8,8,8,Tuesday
2024-01-01,50,0,22.77,4.65,5.88,5,27,19,5.316014764011709,9,10,1,Monday
2024-07-02,50,0,22.8,4.47,5.67,10,8,17,5.50144507456782,7,2,5,Tuesday
2024-09-19,20,0,21.42,3.63,6.21,4,32,144,8.894811868253829,8,2,9,Thursday
2024-01-19,40,2,23.03,6.13,7.1,10,26,128,6.937372318041848,4,9,10,Friday
2024-11-16,20,2,20.2,3.34,7.14,9,73,10,5.238650545547574,1,4,4,Saturday
2024-01-30,20,0,21.23,1.92,4.69,1,57,160,5.126113749593761,4,9,2,Tuesday
2024-03-21,30,1,21.9,5.34,7.44,4,65,89,6.285673958898622,8,4,1,Thursday
2024-06-24,20,0,21.43,6.81,9.37,7,69,169,6.945841513286655,3,4,3,Monday
2024-06-28,20,0,23.2,8.33,9.13,1,71,101,8.733715606617334,5,6,10,Friday
2024-09-23,40,2,21.87,6.15,8.28,8,84,160,8.684693174735914,4,3,10,Monday
2024-10-05,50,1,21.9,5.5,7.6,10,46,27,9.192829078916798,2,9,7,Saturday
2024-07-12,10,0,20.62,1.8,5.18,5,11,85,8.226194127405044,4,2,4,Friday
2024-12-14,40,1,20.28,4.14,7.85,8,32,77,5.868722066034912,4,7,8,Saturday
2024-09-06,30,1,23.28,6.73,7.44,10,22,37,9.414207614330913,7,2,2,Friday
2024-07-29,50,1,21.63,3.29,5.66,5,61,148,11.571603665286156,8,7,1,Monday
2024-03-05,30,1,21.72,5.16,7.44,2,14,178,6.44165810095993,9,9,10,Tuesday
2024-01-25,50,1,21.35,5.89,8.54,8,22,172,6.615299738019138,4,4,8,Thursday
2024-12-05,50,2,20.42,2.12,5.7,3,18,166,6.274272477747893,3,4,6,Thursday
2024-03-16,20,0,22.48,4.86,6.38,2,52,67,6.300476520725591,9,3,2,Saturday
2024-01-09,50,2,22.8,3.96,5.16,3,65,124,5.468009498428556,3,4,6,Tuesday
2024-11-09,30,0,21.85,4.02,6.17,7,47,89,7.898749369143872,6,4,3,Saturday
2024-04-06,20,0,22.92,3.91,5.0,10,25,127,6.355042871023524,8,8,10,Saturday
2024-11-09,50,2,23.9,5.79,5.89,7,51,160,6.180744447868765,5,10,9,Saturday
2024-12-12,50,2,20.58,2.82,6.24,5,86,71,10.012930099458474,9,8,8,Thursday
2024-05-29,20,0,21.9,6.85,8.95,10,10,101,4.826221482248671,4,2,7,Wednesday
2024-07-27,20,1,21.63,5.34,7.71,3,59,168,7.932313954121575,9,4,7,Saturday
2024-09-09,50,2,23.98,7.84,7.86,10,50,18,8.851822779055102,1,4,8,Monday
2024-02-23,20,1,21.0,2.59,5.59,7,13,98,6.7940763299423965,8,9,8,Friday
2024-03-05,50,1,23.77,5.15,5.38,6,84,131,4.5641764303088594,10,9,4,Tuesday
2024-07-23,30,2,23.13,7.64,8.51,5,40,25,6.2775943607960345,1,4,8,Tuesday
2024-12-13,40,0,23.48,4.75,5.27,10,79,75,9.40008796868823,3,10,4,Friday
2024-12-02,30,0,20.95,1.9,4.95,7,2,12,8.265281997383141,10,1,8,Monday
2024-02-08,50,2,21.3,6.11,8.81,2,32,134,11.940802427676328,1,6,1,Thursday
2024-07-01,20,0,20.72,5.01,8.29,6,51,164,7.982374376270066,10,4,7,Monday
2024-03-26,10,0,22.25,7.04,8.79,4,51,168,10.585891513688589,5,3,10,Tuesday
2024-06-02,50,0,22.58,6.64,8.06,4,28,4,6.936469506807758,4,3,1,Sunday
2024-08-15,10,2,22.52,5.35,6.84,1,14,29,7.512639890702313,8,3,4,Thursday
2024-02-12,30,2,21.9,5.65,7.75,9,49,85,9.177141434640872,6,8,2,Monday
2024-09-12,30,1,23.32,7.11,7.79,4,42,120,9.596845981097765,2,9,4,Thursday
2024-08-14,20,1,21.95,6.72,8.77,9,55,25,8.34290781872966,8,6,10,Wednesday
2024-01-10,20,2,22.43,5.36,6.92,6,61,71,11.562903827468286,4,2,6,Wednesday
2024-11-05,40,2,20.15,2.56,6.41,5,68,84,9.998027458604495,9,8,1,Tuesday
2024-11-12,40,0,23.97,8.67,8.7,4,0,148,4.4342674380526965,3,4,10,Tuesday
2024-06-30,30,2,22.02,5.63,7.61,9,18,102,10.797541226482084,8,1,2,Sunday
2024-06-25,10,1,22.98,5.25,6.26,2,39,62,10.45243698099415,8,2,7,Tuesday
2024-01-12,50,1,23.32,7.77,8.45,7,78,67,7.85276938750622,6,3,10,Friday
2024-01-24,30,2,23.85,5.68,5.83,10,43,64,11.518526745177988,4,6,8,Wednesday
2024-08-22,20,0,22.32,6.9,8.58,5,72,152,8.463814802290305,2,9,9,Thursday
2024-12-04,30,0,23.02,3.56,4.55,1,45,70,7.876298741508419,1,9,2,Wednesday
2024-11-10,30,0,22.58,4.15,5.57,7,25,161,8.462254833703458,7,5,5,Sunday
2024-05-06,50,2,21.28,2.22,4.94,6,27,48,5.3032215463439085,8,10,8,Monday
2024-06-11,30,2,22.3,3.25,4.95,9,84,157,7.628461037725898,9,6,5,Tuesday
2024-08-21,20,2,22.75,7.68,8.93,3,49,130,11.314873038816426,10,9,1,Wednesday
2024-05-15,50,2,23.73,5.4,5.67,2,74,111,8.95719745214652,3,10,7,Wednesday
2024-10-10,30,2,21.72,5.79,8.08,4,24,117,9.18932377970113,8,10,8,Thursday
2024-03-18,20,2,23.88,6.51,6.63,6,64,90,11.241799388239524,3,1,2,Monday
2024-10-14,50,1,21.87,4.67,6.8,4,37,60,10.727536195934604,4,1,2,Monday
2024-06-14,40,2,21.73,3.4,5.67,4,19,90,5.148488972459027,2,1,5,Friday
2024-10-11,20,1,22.72,4.05,5.33,8,2,50,4.358613713227989,2,6,10,Friday
2024-06-17,30,2,22.88,7.52,8.64,6,26,116,4.632981816613852,3,9,1,Monday
2024-04-05,50,1,21.0,3.7,6.7,10,43,122,7.408974544298927,8,1,1,Friday
2024-03-19,20,0,20.83,5.71,8.88,2,28,121,8.80165486074137,7,4,4,Tuesday
2024-07-04,50,2,23.15,7.68,8.53,7,70,75,7.0264393038678445,7,8,7,Thursday
2024-06-19,20,0,22.97,5.07,6.11,2,29,175,9.713007462277831,5,7,6,Wednesday
2024-09-08,50,1,20.97,4.69,7.73,2,46,152,7.831735293433171,7,1,7,Sunday
2024-05-04,50,1,21.82,3.63,5.82,8,5,27,10.00809529849178,5,1,8,Saturday
2024-12-20,30,2,22.55,3.81,5.26,1,58,124,9.402452988584209,2,1,1,Friday
2024-08-25,50,0,21.4,5.16,7.76,6,46,134,7.840984140952101,1,8,5,Sunday
2024-06-21,50,2,20.83,4.82,7.99,2,30,55,4.430408976777522,6,7,1,Friday
2024-07-22,20,0,20.23,3.54,7.31,6,37,1,10.932965645118614,3,5,3,Monday
2024-12-15,50,0,21.12,4.63,7.51,2,68,12,5.879788339619225,6,9,7,Sunday
2024-09-22,50,0,20.58,3.6,7.02,8,74,131,9.337656440172395,7,8,5,Sunday
2024-08-29,20,0,23.57,4.33,4.76,6,35,85,11.116239587104758,8,3,3,Thursday
2024-02-18,40,2,23.5,7.18,7.68,5,64,55,4.592764747635435,10,1,4,Sunday
2024-04-30,40,0,23.72,8.58,8.86,8,73,27,7.419917201477271,9,9,3,Tuesday
2024-09-20,50,0,23.37,6.19,6.83,1,55,56,9.23123389735634,10,1,2,Friday
2024-12-14,20,2,20.8,5.34,8.54,10,55,73,8.6002063035066,6,6,3,Saturday
2024-04-18,40,2,20.12,2.9,6.78,1,52,15,5.148070602883903,7,1,10,Thursday
2024-04-14,40,2,23.43,7.74,8.3,10,86,2,6.562623418180203,6,2,10,Sunday
2024-07-09,10,2,20.42,3.63,7.21,4,4,72,5.138057959766523,5,7,7,Tuesday
2024-07-24,40,2,23.7,6.33,6.63,6,30,136,5.254818335170963,6,6,4,Wednesday
2024-12-28,30,1,23.47,6.7,7.24,9,70,19,7.403482341684068,7,3,3,Saturday
2024-09-01,20,1,22.65,3.31,4.66,10,62,117,6.615417939372623,2,4,10,Sunday
2024-01-21,40,0,21.35,3.18,5.83,5,23,129,4.681829283399506,2,7,9,Sunday
2024-04-08,20,0,22.27,6.9,8.63,3,48,87,10.998170660492772,8,4,8,Monday
2024-08-14,50,1,21.72,4.83,7.11,8,83,141,6.539005101865654,4,1,8,Wednesday
2024-03-30,40,2,20.4,5.64,9.24,4,62,152,8.490245125708407,2,10,3,Saturday
2024-06-26,10,2,21.05,3.34,6.29,10,64,28,7.564119589993737,10,1,8,Wednesday
2024-03-09,30,2,21.72,6.26,8.55,3,19,1,4.377116589029862,6,7,7,Saturday
2024-11-28,40,0,22.73,7.24,8.51,8,82,79,6.3522389644371415,6,9,3,Thursday
2024-01-24,20,0,21.1,4.31,7.21,10,2,129,4.002754943876329,2,5,1,Wednesday
2024-05-17,40,0,20.98,5.2,8.21,5,15,8,6.399777430080008,1,8,10,Friday
2024-12-03,40,2,22.58,7.04,8.45,9,73,105,10.329004721680068,1,4,7,Tuesday
2024-07-14,20,1,21.4,2.11,4.71,4,12,126,8.006616338490176,4,4,8,Sunday
2024-04-23,10,0,20.45,1.18,4.73,1,65,153,4.312819482737947,9,3,3,Tuesday
2024-04-04,20,0,21.8,6.52,8.72,7,40,53,11.506557586421362,8,5,7,Thursday
2024-07-07,40,1,23.9,8.88,8.98,4,35,111,7.557869203373377,4,6,5,Sunday
2024-11-01,40,0,20.53,5.72,9.18,4,34,109,7.542136288295443,6,1,9,Friday
2024-01-20,40,1,20.77,5.34,8.57,3,69,128,6.176309252652499,2,2,10,Saturday
2024-09-26,20,0,22.92,5.05,6.13,1,2,148,5.792536375321699,6,3,8,Thursday
2024-09-16,30,0,23.93,8.09,8.15,4,89,62,6.8333103073008745,7,7,10,Monday
2024-11-06,40,1,22.85,5.17,6.32,9,69,148,9.291776444839682,4,3,2,Wednesday
2024-06-30,40,1,23.48,5.66,6.17,2,43,28,10.743400879351515,8,5,10,Sunday
2024-09-22,20,0,20.58,4.45,7.86,10,29,137,4.06380933873194,6,7,1,Sunday
2024-10-23,30,2,20.03,3.18,7.15,5,54,52,11.03382466010887,2,8,3,Wednesday
2024-10-23,20,0,22.17,6.89,8.73,8,27,63,9.935227844217556,6,7,5,Wednesday
2024-10-07,20,1,22.42,6.19,7.77,3,39,55,4.585116968110069,3,6,10,Monday
2024-10-28,40,0,22.47,4.77,6.31,10,45,143,6.193833368201808,6,2,3,Monday
2024-07-15,50,1,22.7,7.4,8.7,7,19,28,11.263380299335369,10,5,1,Monday
2024-04-05,40,2,21.18,3.23,6.04,4,48,86,4.057712447956463,7,2,5,Friday
2024-07-17,40,2,23.02,5.79,6.77,7,45,119,9.31287112386423,5,7,8,Wednesday
2024-02-05,40,1,20.72,5.07,8.36,7,43,128,6.26152137984835,5,3,2,Monday
2024-01-31,20,1,22.22,5.06,6.84,8,83,131,5.189538449812827,10,6,4,Wednesday
2024-11-01,20,1,22.3,5.65,7.35,5,26,103,4.015884352601062,4,7,7,Friday
2024-02-18,40,1,22.88,7.61,8.73,5,3,21,7.349384314172125,6,10,7,Sunday
2024-04-19,50,0,20.83,3.66,6.83,3,61,27,4.915862551252287,8,9,4,Friday
2024-11-28,40,0,21.13,2.96,5.83,5,64,114,7.7686852562059805,6,8,1,Thursday
2024-11-02,50,1,22.13,5.41,7.27,5,12,118,9.946015256900749,1,1,10,Saturday
2024-11-21,30,1,22.37,6.38,8.01,3,44,176,7.02229990717874,10,1,9,Thursday
2024-12-07,50,2,22.55,3.13,4.58,5,67,47,7.066895053902139,2,1,9,Saturday
2024-11-12,40,1,21.17,6.17,9.01,3,13,146,9.838059969085233,7,3,2,Tuesday
2024-12-10,50,0,20.85,4.66,7.81,1,51,70,6.37118467646185,9,4,3,Tuesday
2024-04-11,40,1,21.6,5.99,8.39,4,46,19,8.604044614224353,1,2,6,Thursday
2024-03-29,50,2,20.47,4.76,8.29,9,57,29,10.100327973030003,9,3,10,Friday
2024-05-03,20,2,21.95,7.09,9.14,6,17,91,9.794636567257076,8,4,2,Friday
2024-10-25,40,1,23.07,7.93,8.86,5,36,179,8.604990004697582,5,7,3,Friday
2024-05-11,20,0,20.25,4.9,8.65,7,15,158,10.866888819138868,5,7,2,Saturday
2024-05-27,10,0,21.68,6.43,8.75,5,39,175,10.50347299920128,1,6,2,Monday
2024-10-26,20,0,21.58,2.19,4.61,10,10,92,4.896225242506657,3,6,10,Saturday
2024-01-22,40,0,23.1,7.58,8.48,8,23,50,6.08741172574084,2,5,3,Monday
2024-06-19,40,2,20.48,3.71,7.23,9,23,42,8.708901975325457,6,6,10,Wednesday
2024-02-23,40,2,20.23,3.29,7.05,10,28,57,9.39460579544841,1,6,9,Friday
2024-11-05,10,1,23.62,8.07,8.45,9,36,117,8.127056946637367,5,2,8,Tuesday
2024-11-14,30,0,22.13,3.37,5.23,1,78,56,9.668114042070709,8,9,9,Thursday
2024-08-24,50,0,21.63,3.94,6.31,3,40,170,5.939893544673749,2,7,2,Saturday
2024-05-31,20,2,20.95,4.61,7.66,10,5,135,7.948129090575416,1,6,8,Friday
2024-01-14,30,1,22.33,4.78,6.44,7,5,43,5.710024858395865,5,3,8,Sunday
2024-03-09,20,1,23.77,9.23,9.46,8,12,52,4.411459552299784,2,3,8,Saturday
2024-03-18,40,0,20.63,5.92,9.29,6,79,67,7.492354463692185,4,7,5,Monday
2024-11-17,20,0,22.02,5.59,7.58,5,0,59,10.086992416618196,8,2,1,Sunday
2024-11-24,30,2,20.28,0.98,4.7,9,53,173,7.663192776611851,9,4,8,Sunday
2024-05-18,50,0,23.17,7.01,7.84,9,83,118,6.981620670035512,10,4,1,Saturday
2024-05-10,40,2,20.9,1.92,5.02,5,21,18,7.314875610407369,3,2,7,Friday
2024-08-05,50,1,21.55,3.94,6.39,7,70,145,6.227978484626967,10,7,1,Monday
2024-11-30,40,0,23.52,6.12,6.61,5,48,37,7.3906998790979905,4,8,4,Saturday
2024-06-11,30,1,20.67,2.08,5.42,6,54,90,5.602679626175096,9,7,10,Tuesday
2024-12-02,40,2,23.67,4.76,5.09,3,81,122,4.54107900960997,2,6,9,Monday
2024-02-03,30,1,20.35,0.94,4.59,6,37,85,5.934258622264848,7,4,6,Saturday
2024-08-27,40,1,20.38,2.89,6.5,1,29,167,4.067163936673134,4,7,1,Tuesday
2024-03-05,40,2,21.42,2.77,5.35,1,12,54,11.249831497214972,6,9,8,Tuesday
2024-03-24,40,0,22.43,4.34,5.9,1,39,73,9.261244872149785,8,10,3,Sunday
2024-04-04,50,2,22.62,4.26,5.64,7,55,8,8.639934056280937,3,5,1,Thursday
2024-10-10,50,1,21.25,2.28,5.03,8,82,137,9.251206825708373,1,2,3,Thursday
2024-08-01,40,1,20.22,4.02,7.8,6,86,155,4.268114458762872,10,7,9,Thursday
2024-05-21,20,1,22.65,7.28,8.63,4,69,176,4.66247223175242,3,7,8,Tuesday
2024-11-02,30,0,22.03,6.58,8.55,6,5,10,9.56399263236256,7,7,8,Saturday
2024-08-02,20,1,20.68,4.63,7.95,5,16,77,10.578896952661704,4,6,6,Friday
2024-06-09,30,2,21.1,6.25,9.15,9,58,112,10.85337673563534,6,5,8,Sunday
2024-09-04,10,0,21.5,4.34,6.84,5,18,117,4.98643364470435,7,3,7,Wednesday
2024-07-23,30,1,22.62,6.12,7.5,4,36,80,7.255768243424057,4,2,9,Tuesday
2024-05-02,10,1,21.28,3.66,6.37,7,73,70,9.391138891063555,2,9,9,Thursday
2024-01-27,20,1,20.57,2.37,5.81,2,42,79,10.541591511565962,5,1,3,Saturday
2024-11-05,20,0,20.17,0.78,4.61,2,56,69,5.164497981828989,10,10,4,Tuesday
2024-11-25,50,1,22.05,3.37,5.32,8,76,95,11.319557030780087,8,1,9,Monday
2024-07-21,30,0,22.95,7.09,8.14,3,29,70,4.510508723243733,5,6,3,Sunday
2024-11-19,50,0,21.22,5.61,8.4,10,25,3,6.084185579566,7,5,6,Tuesday
2024-01-25,40,0,23.6,8.98,9.38,4,27,71,7.9652739705109585,2,3,10,Thursday
2024-06-20,40,1,20.65,4.04,7.39,5,23,50,6.483474025461876,10,5,3,Thursday
2024-11-20,20,0,22.38,3.0,4.62,4,58,45,4.8026434209375575,10,5,6,Wednesday
2024-03-15,30,2,22.12,3.12,5.0,1,89,131,7.700650279210943,8,8,3,Friday
2024-08-23,50,1,23.33,8.59,9.26,5,20,159,10.79290133163726,2,8,5,Friday
2024-06-29,20,0,20.67,5.32,8.65,10,0,25,8.187987074308339,6,4,3,Saturday
2024-05-11,30,1,20.88,5.13,8.25,9,77,17,7.719397176926782,10,7,8,Saturday
2024-04-24,30,2,21.42,6.22,8.8,9,42,65,11.1249346501345,8,3,5,Wednesday
2024-06-23,30,0,22.67,7.43,8.76,4,66,58,5.437239922468149,7,7,7,Sunday
2024-03-29,20,2,23.05,5.94,6.89,10,18,52,9.17018174412731,5,5,10,Friday
2024-03-17,30,0,22.78,7.8,9.02,1,23,134,7.615112939945005,9,4,7,Sunday
2024-07-24,40,1,21.67,2.66,4.99,8,55,67,8.936643644703768,10,7,1,Wednesday
2024-12-26,20,2,20.87,5.62,8.75,5,17,106,9.766587916532805,8,8,8,Thursday
2024-12-08,10,1,22.33,4.11,5.77,5,37,59,11.658284871728206,7,7,1,Sunday
2024-06-05,20,1,20.5,1.76,5.26,3,8,133,8.502880059878187,3,9,7,Wednesday
2024-07-21,40,0,22.8,7.95,9.15,5,27,32,6.385482992709317,10,6,10,Sunday
2024-06-10,50,2,21.75,6.92,9.17,6,15,158,11.232285917909904,9,6,8,Monday
2024-04-25,40,1,23.78,4.33,4.55,1,86,132,5.984864685558417,7,5,10,Thursday
2024-10-10,40,0,21.13,2.47,5.34,4,52,111,8.430614555027908,6,3,9,Thursday
2024-08-12,30,0,23.6,5.2,5.6,2,84,134,6.334911248574746,9,8,10,Monday
2024-06-01,50,0,23.02,3.86,4.85,1,16,93,6.453133581385486,9,6,4,Saturday
2024-08-12,20,0,23.38,5.21,5.83,2,33,135,6.373982664852155,9,8,9,Monday
2024-01-07,20,0,22.55,5.35,6.8,3,63,148,8.46995997733104,4,6,3,Sunday
2024-07-16,50,2,21.2,2.73,5.53,8,47,93,5.490012347202339,10,4,6,Tuesday
2024-09-12,50,2,20.15,0.81,4.66,10,75,67,11.144832384447996,9,4,7,Thursday
2024-10-16,20,0,20.15,4.24,8.09,4,29,129,5.018363312030084,1,1,3,Wednesday
2024-07-05,20,0,21.27,5.89,8.62,2,34,114,9.163716369696129,5,8,6,Friday
2024-03-19,40,0,22.22,6.82,8.61,10,61,50,6.954639618677742,5,5,2,Tuesday
2024-02-02,40,1,20.18,0.84,4.65,1,67,38,8.34010319231052,3,1,3,Friday
2024-04-16,30,0,20.42,3.34,6.93,3,0,79,10.278701060729556,9,1,1,Tuesday
